Rank,IsMvp,IsMvp_Int,LgYear,Pos,Pos_Int,Lg,Year,Name,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO
7,No,0,NL96,Batter,1,NL,1996,Gary Sheffield,FLA,112.0,0.0,29%,5.9,161.0,519.0,118.0,163.0,42.0,120.0,16.0,142.0,0.314,0.465,0.624,1.09,,,,,,,,,,,,
8,No,0,NL96,Batter,1,NL,1996,Brian Jordan,STL,69.0,0.0,18%,5.5,140.0,513.0,82.0,159.0,17.0,104.0,22.0,29.0,0.31,0.349,0.483,0.833,,,,,,,,,,,,
9,No,0,NL96,Batter,1,NL,1996,Jeff Bagwell,HOU,59.0,0.0,15%,7.5,162.0,568.0,111.0,179.0,31.0,120.0,21.0,135.0,0.315,0.451,0.57,1.021,,,,,,,,,,,,
10,No,0,NL96,Batter,1,NL,1996,Steve Finley,SDP,38.0,0.0,10%,5.8,161.0,655.0,126.0,195.0,30.0,95.0,22.0,56.0,0.298,0.354,0.531,0.885,,,,,,,,,,,,
11,No,0,NL96,Pitcher,0,NL,1996,John Smoltz,ATL,33.0,0.0,8%,7.7,35.0,78.0,3.0,17.0,1.0,12.0,0.0,3.0,0.218,0.253,0.295,0.548,24.0,8.0,2.94,1.001,35.0,35.0,0.0,253.2,199.0,19.0,55.0,276.0
12,No,0,NL96,Batter,1,NL,1996,Barry Larkin,CIN,29.0,0.0,7%,7.2,152.0,517.0,117.0,154.0,33.0,89.0,36.0,96.0,0.298,0.41,0.567,0.977,,,,,,,,,,,,
13,No,0,NL96,Batter,1,NL,1996,Marquis Grissom,ATL,23.0,0.0,6%,4.5,158.0,671.0,106.0,207.0,23.0,74.0,28.0,41.0,0.308,0.349,0.489,0.838,,,,,,,,,,,,
14,No,0,NL96,Batter,1,NL,1996,Bernard Gilkey,NYM,13.0,0.0,3%,8.1,153.0,571.0,108.0,181.0,30.0,117.0,17.0,73.0,0.317,0.393,0.562,0.955,,,,,,,,,,,,
15,No,0,NL96,Batter,1,NL,1996,Sammy Sosa,CHC,12.0,0.0,3%,5.4,124.0,498.0,84.0,136.0,40.0,100.0,18.0,34.0,0.273,0.323,0.564,0.888,,,,,,,,,,,,
16,No,0,NL96,Batter,1,NL,1996,Eric Karros,LAD,10.0,0.0,3%,1.4,154.0,608.0,84.0,158.0,34.0,111.0,8.0,53.0,0.26,0.316,0.479,0.795,,,,,,,,,,,,
17,No,0,NL96,Batter,1,NL,1996,Henry Rodríguez,MON,9.0,0.0,2%,1.6,145.0,532.0,81.0,147.0,36.0,103.0,2.0,37.0,0.276,0.325,0.562,0.887,,,,,,,,,,,,
18,No,0,NL96,Batter,1,NL,1996,Todd Hundley,NYM,7.0,0.0,2%,5.0,153.0,540.0,85.0,140.0,41.0,112.0,1.0,79.0,0.259,0.356,0.55,0.906,,,,,,,,,,,,
19,No,0,NL96,Batter,1,NL,1996,Lance Johnson,NYM,7.0,0.0,2%,7.2,160.0,682.0,117.0,227.0,9.0,69.0,50.0,33.0,0.333,0.362,0.479,0.841,,,,,,,,,,,,
20,No,0,NL96,Batter,1,NL,1996,Dante Bichette,COL,6.0,0.0,2%,0.7,159.0,633.0,114.0,198.0,31.0,141.0,31.0,45.0,0.313,0.359,0.531,0.89,,,,,,,,,,,,
21,No,0,NL96,Pitcher,0,NL,1996,Todd Worrell,LAD,3.0,0.0,1%,0.9,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,6.0,3.03,1.301,72.0,0.0,44.0,65.1,70.0,5.0,15.0,66.0
22,No,0,NL96,Pitcher,0,NL,1996,Kevin Brown,FLA,2.0,0.0,1%,7.8,34.0,75.0,1.0,9.0,0.0,3.0,0.0,6.0,0.12,0.185,0.133,0.319,17.0,11.0,1.89,0.944,32.0,32.0,0.0,233.0,187.0,8.0,33.0,159.0
23,No,0,NL96,Pitcher,0,NL,1996,Trevor Hoffman,SDP,2.0,0.0,1%,3.7,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.25,0.92,70.0,0.0,42.0,88.0,50.0,6.0,31.0,111.0
24,No,0,NL96,Batter,1,NL,1996,Moisés Alou,MON,1.0,0.0,0%,1.2,143.0,540.0,87.0,152.0,21.0,96.0,9.0,49.0,0.281,0.339,0.457,0.797,,,,,,,,,,,,
1,Yes,1,AL97,Batter,1,AL,1997,Ken Griffey Jr.,SEA,392.0,28.0,100%,9.1,157.0,608.0,125.0,185.0,56.0,147.0,15.0,76.0,0.304,0.382,0.646,1.028,,,,,,,,,,,,
2,No,0,AL97,Batter,1,AL,1997,Tino Martinez,NYY,248.0,0.0,63%,5.1,158.0,594.0,96.0,176.0,44.0,141.0,3.0,75.0,0.296,0.371,0.577,0.948,,,,,,,,,,,,
3,No,0,AL97,Batter,1,AL,1997,Frank Thomas,CHW,172.0,0.0,44%,7.3,146.0,530.0,110.0,184.0,35.0,125.0,1.0,109.0,0.347,0.456,0.611,1.067,,,,,,,,,,,,
4,No,0,AL97,Pitcher,0,AL,1997,Randy Myers,BAL,128.0,0.0,33%,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,1.51,1.156,61.0,0.0,45.0,59.2,47.0,2.0,22.0,56.0
5,No,0,AL97,Batter,1,AL,1997,David Justice,CLE,90.0,0.0,23%,3.8,139.0,495.0,84.0,163.0,33.0,101.0,3.0,80.0,0.329,0.418,0.596,1.013,,,,,,,,,,,,
6,No,0,AL97,Batter,1,AL,1997,Jim Thome,CLE,89.0,0.0,23%,5.5,147.0,496.0,104.0,142.0,40.0,102.0,1.0,120.0,0.286,0.423,0.579,1.001,,,,,,,,,,,,
7,No,0,AL97,Batter,1,AL,1997,Tim Salmon,ANA,84.0,0.0,21%,5.0,157.0,582.0,95.0,172.0,33.0,129.0,9.0,95.0,0.296,0.394,0.517,0.911,,,,,,,,,,,,
8,No,0,AL97,Batter,1,AL,1997,Nomar Garciaparra,BOS,83.0,0.0,21%,6.6,153.0,684.0,122.0,209.0,30.0,98.0,22.0,35.0,0.306,0.342,0.534,0.875,,,,,,,,,,,,
9,No,0,AL97,Batter,1,AL,1997,Juan González,TEX,66.0,0.0,17%,2.7,133.0,533.0,87.0,158.0,42.0,131.0,0.0,33.0,0.296,0.335,0.589,0.924,,,,,,,,,,,,
10,No,0,AL97,Pitcher,0,AL,1997,Roger Clemens,TOR,56.0,0.0,14%,12.1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.667,1.0,1.667,21.0,7.0,2.05,1.03,34.0,34.0,0.0,264.0,204.0,9.0,68.0,292.0
11,No,0,AL97,Pitcher,0,AL,1997,Randy Johnson,SEA,42.0,0.0,11%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.0,4.0,2.28,1.052,30.0,29.0,0.0,213.0,147.0,20.0,77.0,291.0
12,No,0,AL97,Batter,1,AL,1997,Paul O'Neill,NYY,37.0,0.0,9%,2.4,149.0,553.0,89.0,179.0,21.0,117.0,10.0,75.0,0.324,0.399,0.514,0.912,,,,,,,,,,,,
13,No,0,AL97,Batter,1,AL,1997,Rafael Palmeiro,BAL,36.0,0.0,9%,3.2,158.0,614.0,95.0,156.0,38.0,110.0,5.0,67.0,0.254,0.329,0.485,0.815,,,,,,,,,,,,
14,No,0,AL97,Batter,1,AL,1997,Sandy Alomar,CLE,22.0,0.0,6%,3.9,125.0,451.0,63.0,146.0,21.0,83.0,0.0,19.0,0.324,0.354,0.545,0.9,,,,,,,,,,,,
15,No,0,AL97,Batter,1,AL,1997,Edgar Martínez,SEA,22.0,0.0,6%,6.2,155.0,542.0,104.0,179.0,28.0,108.0,2.0,119.0,0.33,0.456,0.554,1.009,,,,,,,,,,,,
16,No,0,AL97,Batter,1,AL,1997,Iván Rodríguez,TEX,16.0,0.0,4%,6.5,150.0,597.0,98.0,187.0,20.0,77.0,7.0,38.0,0.313,0.36,0.484,0.844,,,,,,,,,,,,
17,No,0,AL97,Batter,1,AL,1997,Bernie Williams,NYY,14.0,0.0,4%,5.5,129.0,509.0,107.0,167.0,21.0,100.0,15.0,73.0,0.328,0.408,0.544,0.952,,,,,,,,,,,,
18,No,0,AL97,Batter,1,AL,1997,Tony Clark,DET,13.0,0.0,3%,3.5,159.0,580.0,105.0,160.0,32.0,117.0,1.0,93.0,0.276,0.376,0.5,0.876,,,,,,,,,,,,
19,No,0,AL97,Batter,1,AL,1997,Jay Buhner,SEA,12.0,0.0,3%,3.3,157.0,540.0,104.0,131.0,40.0,109.0,0.0,119.0,0.243,0.383,0.506,0.889,,,,,,,,,,,,
20,No,0,AL97,Pitcher,0,AL,1997,Doug Jones,MIL,5.0,0.0,1%,3.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,6.0,6.0,2.02,0.884,75.0,0.0,36.0,80.1,62.0,4.0,9.0,82.0
21,No,0,AL97,Pitcher,0,AL,1997,Arthur Rhodes,BAL,5.0,0.0,1%,2.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,3.02,1.059,53.0,0.0,1.0,95.1,75.0,9.0,26.0,102.0
22,No,0,AL97,Batter,1,AL,1997,Roberto Alomar,BAL,4.0,0.0,1%,3.4,112.0,412.0,64.0,137.0,14.0,60.0,9.0,40.0,0.333,0.39,0.5,0.89,,,,,,,,,,,,
23,No,0,AL97,Batter,1,AL,1997,Rusty Greer,TEX,4.0,0.0,1%,4.6,157.0,601.0,112.0,193.0,26.0,87.0,9.0,83.0,0.321,0.405,0.531,0.936,,,,,,,,,,,,
24,No,0,AL97,Batter,1,AL,1997,Derek Jeter,NYY,3.0,0.0,1%,5.0,159.0,654.0,116.0,190.0,10.0,70.0,23.0,74.0,0.291,0.37,0.405,0.775,,,,,,,,,,,,
25,No,0,AL97,Batter,1,AL,1997,Deivi Cruz,DET,2.0,0.0,1%,-0.5,147.0,436.0,35.0,105.0,2.0,40.0,3.0,14.0,0.241,0.263,0.314,0.577,,,,,,,,,,,,
26,No,0,AL97,Pitcher,0,AL,1997,Brad Radke,MIN,2.0,0.0,1%,4.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,3.87,1.193,35.0,35.0,0.0,239.2,238.0,28.0,48.0,174.0
27,No,0,AL97,Pitcher,0,AL,1997,Mariano Rivera,NYY,2.0,0.0,1%,3.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,4.0,1.88,1.186,66.0,0.0,43.0,71.2,65.0,5.0,20.0,68.0
28,No,0,AL97,Batter,1,AL,1997,Mo Vaughn,BOS,2.0,0.0,1%,3.9,141.0,527.0,91.0,166.0,35.0,96.0,2.0,86.0,0.315,0.42,0.56,0.98,,,,,,,,,,,,
29,No,0,AL97,Batter,1,AL,1997,Jeromy Burnitz,MIL,1.0,0.0,0%,4.9,153.0,494.0,85.0,139.0,27.0,85.0,20.0,75.0,0.281,0.382,0.553,0.934,,,,,,,,,,,,
1,Yes,1,NL97,Batter,1,NL,1997,Larry Walker,COL,359.0,22.0,92%,9.8,153.0,568.0,143.0,208.0,49.0,130.0,33.0,78.0,0.366,0.452,0.72,1.172,,,,,,,,,,,,
2,No,0,NL97,Batter,1,NL,1997,Mike Piazza,LAD,263.0,3.0,67%,8.7,152.0,556.0,104.0,201.0,40.0,124.0,5.0,69.0,0.362,0.431,0.638,1.07,,,,,,,,,,,,
3,No,0,NL97,Batter,1,NL,1997,Jeff Bagwell,HOU,233.0,3.0,59%,7.7,162.0,566.0,109.0,162.0,43.0,135.0,31.0,127.0,0.286,0.425,0.592,1.017,,,,,,,,,,,,
4,No,0,NL97,Batter,1,NL,1997,Craig Biggio,HOU,157.0,0.0,40%,9.4,162.0,619.0,146.0,191.0,22.0,81.0,47.0,84.0,0.309,0.415,0.501,0.916,,,,,,,,,,,,
5,No,0,NL97,Batter,1,NL,1997,Barry Bonds,SFG,123.0,0.0,31%,8.2,159.0,532.0,123.0,155.0,40.0,101.0,37.0,145.0,0.291,0.446,0.585,1.031,,,,,,,,,,,,
6,No,0,NL97,Batter,1,NL,1997,Tony Gwynn,SDP,113.0,0.0,29%,4.3,149.0,592.0,97.0,220.0,17.0,119.0,12.0,43.0,0.372,0.409,0.547,0.957,,,,,,,,,,,,
7,No,0,NL97,Batter,1,NL,1997,Andrés Galarraga,COL,85.0,0.0,22%,3.8,154.0,600.0,120.0,191.0,41.0,140.0,15.0,54.0,0.318,0.389,0.585,0.974,,,,,,,,,,,,
8,No,0,NL97,Batter,1,NL,1997,Jeff Kent,SFG,80.0,0.0,20%,4.1,155.0,580.0,90.0,145.0,29.0,121.0,11.0,48.0,0.25,0.316,0.472,0.789,,,,,,,,,,,,
9,No,0,NL97,Batter,1,NL,1997,Chipper Jones,ATL,70.0,0.0,18%,3.9,157.0,597.0,100.0,176.0,21.0,111.0,20.0,76.0,0.295,0.371,0.479,0.85,,,,,,,,,,,,
10,No,0,NL97,Batter,1,NL,1997,Moisés Alou,FLA,60.0,0.0,15%,3.5,150.0,538.0,88.0,157.0,23.0,115.0,9.0,70.0,0.292,0.373,0.493,0.866,,,,,,,,,,,,
11,No,0,NL97,Batter,1,NL,1997,Charles Johnson,FLA,22.0,0.0,6%,4.4,124.0,416.0,43.0,104.0,19.0,63.0,0.0,60.0,0.25,0.347,0.454,0.802,,,,,,,,,,,,
12,No,0,NL97,Pitcher,0,NL,1997,Greg Maddux,ATL,16.0,0.0,4%,7.7,31.0,67.0,3.0,7.0,0.0,4.0,1.0,5.0,0.104,0.167,0.134,0.301,19.0,4.0,2.2,0.946,33.0,33.0,0.0,232.2,200.0,9.0,20.0,177.0
13,No,0,NL97,Batter,1,NL,1997,Edgardo Alfonzo,NYM,10.0,0.0,3%,6.2,151.0,518.0,84.0,163.0,10.0,72.0,11.0,63.0,0.315,0.391,0.432,0.823,,,,,,,,,,,,
14,No,0,NL97,Pitcher,0,NL,1997,Curt Schilling,PHI,9.0,0.0,2%,6.3,34.0,81.0,4.0,14.0,0.0,1.0,1.0,1.0,0.173,0.181,0.185,0.366,17.0,11.0,2.97,1.046,35.0,35.0,0.0,254.1,208.0,25.0,58.0,319.0
15,No,0,NL97,Batter,1,NL,1997,Raúl Mondesí,LAD,8.0,0.0,2%,5.7,159.0,616.0,95.0,191.0,30.0,87.0,32.0,44.0,0.31,0.36,0.541,0.901,,,,,,,,,,,,
16,No,0,NL97,Batter,1,NL,1997,Ray Lankford,STL,6.0,0.0,2%,5.3,133.0,465.0,94.0,137.0,31.0,98.0,21.0,95.0,0.295,0.411,0.585,0.996,,,,,,,,,,,,
17,No,0,NL97,Pitcher,0,NL,1997,Pedro Martinez,MON,6.0,0.0,2%,8.8,29.0,69.0,5.0,8.0,0.0,0.0,0.0,3.0,0.116,0.153,0.174,0.327,17.0,8.0,1.9,0.932,31.0,31.0,0.0,241.1,158.0,16.0,67.0,305.0
18,No,0,NL97,Batter,1,NL,1997,Mark McGwire,STL,6.0,0.0,2%,2.0,51.0,174.0,38.0,44.0,24.0,42.0,2.0,43.0,0.253,0.411,0.684,1.095,,,,,,,,,,,,
19,No,0,NL97,Batter,1,NL,1997,Sammy Sosa,CHC,5.0,0.0,1%,2.5,162.0,642.0,90.0,161.0,36.0,119.0,22.0,45.0,0.251,0.3,0.48,0.779,,,,,,,,,,,,
20,No,0,NL97,Batter,1,NL,1997,Kevin Young,PIT,5.0,0.0,1%,2.8,97.0,333.0,59.0,100.0,18.0,74.0,11.0,16.0,0.3,0.332,0.535,0.867,,,,,,,,,,,,
21,No,0,NL97,Batter,1,NL,1997,Jeff Blauser,ATL,4.0,0.0,1%,4.8,151.0,519.0,90.0,160.0,17.0,70.0,5.0,70.0,0.308,0.405,0.482,0.886,,,,,,,,,,,,
22,No,0,NL97,Batter,1,NL,1997,Vinny Castilla,COL,3.0,0.0,1%,3.1,159.0,612.0,94.0,186.0,40.0,113.0,2.0,44.0,0.304,0.356,0.547,0.904,,,,,,,,,,,,
23,No,0,NL97,Pitcher,0,NL,1997,Darryl Kile,HOU,3.0,0.0,1%,5.3,34.0,89.0,4.0,11.0,0.0,7.0,0.0,3.0,0.124,0.179,0.157,0.336,19.0,7.0,2.57,1.181,34.0,34.0,0.0,255.2,208.0,19.0,94.0,205.0
24,No,0,NL97,Pitcher,0,NL,1997,Rod Beck,SFG,2.0,0.0,1%,0.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.0,4.0,3.47,1.071,73.0,0.0,37.0,70.0,67.0,7.0,8.0,53.0
25,No,0,NL97,Batter,1,NL,1997,Tony Womack,PIT,2.0,0.0,1%,-0.9,155.0,641.0,85.0,178.0,6.0,50.0,60.0,43.0,0.278,0.326,0.374,0.7,,,,,,,,,,,,
26,No,0,NL97,Batter,1,NL,1997,Kenny Lofton,ATL,1.0,0.0,0%,5.0,122.0,493.0,90.0,164.0,5.0,48.0,27.0,64.0,0.333,0.409,0.428,0.837,,,,,,,,,,,,
27,No,0,NL97,Batter,1,NL,1997,J.T. Snow,SFG,1.0,0.0,0%,2.9,157.0,531.0,81.0,149.0,28.0,104.0,6.0,96.0,0.281,0.387,0.51,0.898,,,,,,,,,,,,
1,Yes,1,AL98,Batter,1,AL,1998,Juan González,TEX,357.0,21.0,91%,4.9,154.0,606.0,110.0,193.0,45.0,157.0,2.0,46.0,0.318,0.366,0.63,0.997,,,,,,,,,,,,
2,No,0,AL98,Batter,1,AL,1998,Nomar Garciaparra,BOS,232.0,5.0,59%,7.1,143.0,604.0,111.0,195.0,35.0,122.0,12.0,33.0,0.323,0.362,0.584,0.946,,,,,,,,,,,,
3,No,0,AL98,Batter,1,AL,1998,Derek Jeter,NYY,180.0,2.0,46%,7.5,149.0,626.0,127.0,203.0,19.0,84.0,30.0,57.0,0.324,0.384,0.481,0.864,,,,,,,,,,,,
4,No,0,AL98,Batter,1,AL,1998,Ken Griffey Jr.,SEA,135.0,0.0,34%,6.6,161.0,633.0,120.0,180.0,56.0,146.0,20.0,76.0,0.284,0.365,0.611,0.977,,,,,,,,,,,,
5,No,0,AL98,Batter,1,AL,1998,Mo Vaughn,BOS,135.0,0.0,34%,5.6,154.0,609.0,107.0,205.0,40.0,115.0,0.0,61.0,0.337,0.402,0.591,0.993,,,,,,,,,,,,
6,No,0,AL98,Batter,1,AL,1998,Manny Ramirez,CLE,127.0,0.0,32%,5.3,150.0,571.0,108.0,168.0,45.0,145.0,5.0,76.0,0.294,0.377,0.599,0.976,,,,,,,,,,,,
7,No,0,AL98,Batter,1,AL,1998,Bernie Williams,NYY,103.0,0.0,26%,5.2,128.0,499.0,101.0,169.0,26.0,97.0,15.0,74.0,0.339,0.422,0.575,0.997,,,,,,,,,,,,
8,No,0,AL98,Batter,1,AL,1998,Albert Belle,CHW,98.0,0.0,25%,7.1,163.0,609.0,113.0,200.0,49.0,152.0,6.0,81.0,0.328,0.399,0.655,1.055,,,,,,,,,,,,
9,No,0,AL98,Batter,1,AL,1998,Alex Rodriguez,SEA,92.0,0.0,23%,8.5,161.0,686.0,123.0,213.0,42.0,124.0,46.0,45.0,0.31,0.36,0.56,0.919,,,,,,,,,,,,
10,No,0,AL98,Batter,1,AL,1998,Iván Rodríguez,TEX,50.0,0.0,13%,6.4,145.0,579.0,88.0,186.0,21.0,91.0,9.0,32.0,0.321,0.358,0.513,0.871,,,,,,,,,,,,
11,No,0,AL98,Pitcher,0,AL,1998,Roger Clemens,TOR,49.0,0.0,13%,8.1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,20.0,6.0,2.65,1.095,33.0,33.0,0.0,234.2,169.0,11.0,88.0,271.0
12,No,0,AL98,Batter,1,AL,1998,Paul O'Neill,NYY,36.0,0.0,9%,5.8,152.0,602.0,95.0,191.0,24.0,116.0,15.0,57.0,0.317,0.372,0.51,0.882,,,,,,,,,,,,
13,No,0,AL98,Pitcher,0,AL,1998,Tom Gordon,BOS,27.0,0.0,7%,2.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.0,4.0,2.72,1.008,73.0,0.0,46.0,79.1,55.0,2.0,25.0,78.0
14,No,0,AL98,Batter,1,AL,1998,Darin Erstad,ANA,7.0,0.0,2%,2.6,133.0,537.0,84.0,159.0,19.0,82.0,20.0,43.0,0.296,0.353,0.486,0.839,,,,,,,,,,,,
15,No,0,AL98,Batter,1,AL,1998,Tim Salmon,ANA,7.0,0.0,2%,3.7,136.0,463.0,84.0,139.0,26.0,88.0,0.0,90.0,0.3,0.41,0.533,0.943,,,,,,,,,,,,
16,No,0,AL98,Pitcher,0,AL,1998,David Wells,NYY,3.0,0.0,1%,4.8,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5,18.0,4.0,3.49,1.045,30.0,30.0,0.0,214.1,195.0,29.0,29.0,163.0
17,No,0,AL98,Pitcher,0,AL,1998,John Wetteland,TEX,3.0,0.0,1%,2.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,2.03,0.984,63.0,0.0,42.0,62.0,47.0,6.0,14.0,72.0
18,No,0,AL98,Batter,1,AL,1998,Eric Davis,BAL,2.0,0.0,1%,3.2,131.0,452.0,81.0,148.0,28.0,89.0,7.0,44.0,0.327,0.388,0.582,0.97,,,,,,,,,,,,
19,No,0,AL98,Batter,1,AL,1998,Travis Fryman,CLE,2.0,0.0,1%,2.9,146.0,557.0,74.0,160.0,28.0,96.0,10.0,44.0,0.287,0.34,0.504,0.845,,,,,,,,,,,,
20,No,0,AL98,Batter,1,AL,1998,Rafael Palmeiro,BAL,2.0,0.0,1%,6.3,162.0,619.0,98.0,183.0,43.0,121.0,11.0,79.0,0.296,0.379,0.565,0.945,,,,,,,,,,,,
21,No,0,AL98,Batter,1,AL,1998,Carlos Delgado,TOR,1.0,0.0,0%,5.4,142.0,530.0,94.0,155.0,38.0,115.0,3.0,73.0,0.292,0.385,0.592,0.978,,,,,,,,,,,,
22,No,0,AL98,Pitcher,0,AL,1998,Rick Helling,TEX,1.0,0.0,0%,3.6,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,20.0,7.0,4.41,1.327,33.0,33.0,0.0,216.1,209.0,27.0,78.0,164.0
23,No,0,AL98,Pitcher,0,AL,1998,Michael Jackson,CLE,1.0,0.0,0%,3.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.55,0.875,69.0,0.0,40.0,64.0,43.0,4.0,13.0,55.0
24,No,0,AL98,Pitcher,0,AL,1998,Pedro Martinez,BOS,1.0,0.0,0%,7.1,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,2.89,1.091,33.0,33.0,0.0,233.2,188.0,26.0,67.0,251.0
25,No,0,AL98,Batter,1,AL,1998,Jim Thome,CLE,1.0,0.0,0%,3.3,123.0,440.0,89.0,129.0,30.0,85.0,1.0,89.0,0.293,0.413,0.584,0.997,,,,,,,,,,,,
1,Yes,1,NL98,Batter,1,NL,1998,Sammy Sosa,CHC,438.0,30.0,98%,6.5,159.0,643.0,134.0,198.0,66.0,158.0,18.0,73.0,0.308,0.377,0.647,1.024,,,,,,,,,,,,
2,No,0,NL98,Batter,1,NL,1998,Mark McGwire,STL,272.0,2.0,61%,7.5,155.0,509.0,130.0,152.0,70.0,147.0,1.0,162.0,0.299,0.47,0.752,1.222,,,,,,,,,,,,
3,No,0,NL98,Batter,1,NL,1998,Moisés Alou,HOU,215.0,0.0,48%,6.2,159.0,584.0,104.0,182.0,38.0,124.0,11.0,84.0,0.312,0.399,0.582,0.981,,,,,,,,,,,,
4,No,0,NL98,Batter,1,NL,1998,Greg Vaughn,SDP,185.0,0.0,41%,6.3,158.0,573.0,112.0,156.0,50.0,119.0,11.0,79.0,0.272,0.363,0.597,0.96,,,,,,,,,,,,
5,No,0,NL98,Batter,1,NL,1998,Craig Biggio,HOU,163.0,0.0,36%,6.5,160.0,646.0,123.0,210.0,20.0,88.0,50.0,64.0,0.325,0.403,0.503,0.906,,,,,,,,,,,,
6,No,0,NL98,Batter,1,NL,1998,Andrés Galarraga,ATL,147.0,0.0,33%,5.0,153.0,555.0,103.0,169.0,44.0,121.0,7.0,63.0,0.305,0.397,0.595,0.991,,,,,,,,,,,,
7,No,0,NL98,Pitcher,0,NL,1998,Trevor Hoffman,SDP,117.0,0.0,26%,4.1,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.48,0.849,66.0,0.0,53.0,73.0,41.0,2.0,21.0,86.0
8,No,0,NL98,Batter,1,NL,1998,Barry Bonds,SFG,66.0,0.0,15%,8.1,156.0,552.0,120.0,167.0,37.0,122.0,28.0,130.0,0.303,0.438,0.609,1.047,,,,,,,,,,,,
9,No,0,NL98,Batter,1,NL,1998,Chipper Jones,ATL,56.0,0.0,13%,7.0,160.0,601.0,123.0,188.0,34.0,107.0,16.0,96.0,0.313,0.404,0.547,0.951,,,,,,,,,,,,
10,No,0,NL98,Batter,1,NL,1998,Jeff Kent,SFG,56.0,0.0,13%,4.5,137.0,526.0,94.0,156.0,31.0,128.0,9.0,48.0,0.297,0.359,0.555,0.914,,,,,,,,,,,,
11,No,0,NL98,Batter,1,NL,1998,Vinny Castilla,COL,49.0,0.0,11%,5.6,162.0,645.0,108.0,206.0,46.0,144.0,5.0,40.0,0.319,0.362,0.589,0.951,,,,,,,,,,,,
12,No,0,NL98,Batter,1,NL,1998,John Olerud,NYM,38.0,0.0,8%,7.6,160.0,557.0,91.0,197.0,22.0,93.0,2.0,96.0,0.354,0.447,0.551,0.998,,,,,,,,,,,,
13,No,0,NL98,Batter,1,NL,1998,Vladimir Guerrero,MON,25.0,0.0,6%,7.4,159.0,623.0,108.0,202.0,38.0,109.0,11.0,42.0,0.324,0.371,0.589,0.96,,,,,,,,,,,,
14,No,0,NL98,Batter,1,NL,1998,Mike Piazza,TOT,15.0,0.0,3%,6.3,151.0,561.0,88.0,184.0,32.0,111.0,1.0,58.0,0.328,0.39,0.57,0.96,,,,,,,,,,,,
15,No,0,NL98,Batter,1,NL,1998,Tony Gwynn,SDP,11.0,0.0,2%,1.6,127.0,461.0,65.0,148.0,16.0,69.0,3.0,35.0,0.321,0.364,0.501,0.865,,,,,,,,,,,,
16,No,0,NL98,Pitcher,0,NL,1998,Kevin Brown,SDP,8.0,0.0,2%,9.1,34.0,82.0,4.0,17.0,0.0,10.0,0.0,4.0,0.207,0.244,0.244,0.488,18.0,7.0,2.38,1.066,36.0,35.0,0.0,257.0,225.0,8.0,49.0,257.0
17,No,0,NL98,Batter,1,NL,1998,Larry Walker,COL,7.0,0.0,2%,5.7,130.0,454.0,113.0,165.0,23.0,67.0,14.0,64.0,0.363,0.445,0.63,1.075,,,,,,,,,,,,
18,No,0,NL98,Pitcher,0,NL,1998,Rod Beck,CHC,5.0,0.0,1%,1.6,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.02,1.32,81.0,0.0,51.0,80.1,86.0,11.0,20.0,81.0
19,No,0,NL98,Batter,1,NL,1998,Jeromy Burnitz,MIL,4.0,0.0,1%,3.4,161.0,609.0,92.0,160.0,38.0,125.0,7.0,70.0,0.263,0.339,0.499,0.838,,,,,,,,,,,,
